monthly_income,food_monthly_budget,food_remaining,days_left,days_in_month,planned_food_per_day,food_remaining_per_day,tdee,training_frequency,budget_style,convenience_need,vegetarian_day,goal_fat_loss,goal_muscle_gain,goal_maintain,goal_healthy_eating,sleep_quality_score,injury_risk,time_pressure,stress_risk,budget_pressure,high_protein_preference,vegetarian_preference,action,policy_score,label
28000000,13302448.08,5620678.3,28,29,458705.11,200738.51,1874,0,balanced,0.7573,0,0,1,0,1,0.78,0,0.1133,1,0,1,0,eat_out_controlled,0.02,0
28000000,13302448.08,5620678.3,28,29,458705.11,200738.51,1874,0,balanced,0.7573,0,0,1,0,1,0.78,0,0.1133,1,0,1,0,meal_prep,0.95,1
28000000,13302448.08,5620678.3,28,29,458705.11,200738.51,1874,0,balanced,0.7573,0,0,1,0,1,0.78,0,0.1133,1,0,1,0,snack_recovery,0.79,1
28000000,13302448.08,5620678.3,28,29,458705.11,200738.51,1874,0,balanced,0.7573,0,0,1,0,1,0.78,0,0.1133,1,0,1,0,vegetarian_meal,0.09,0
28000000,13302448.08,5620678.3,28,29,458705.11,200738.51,1874,0,balanced,0.7573,0,0,1,0,1,0.78,0,0.1133,1,0,1,0,sweet_treat,0.02,0
18000000,7970427.11,3624416.79,22,30,265680.9,164746.22,2742,0,emotional,0.3597,0,1,0,0,0,0.78,0,0.6155,0,0,1,0,home_high_protein,0.47,0
18000000,7970427.11,3624416.79,22,30,265680.9,164746.22,2742,0,emotional,0.3597,0,1,0,0,0,0.78,0,0.6155,0,0,1,0,eat_out_controlled,0.02,0
18000000,7970427.11,3624416.79,22,30,265680.9,164746.22,2742,0,emotional,0.3597,0,1,0,0,0,0.78,0,0.6155,0,0,1,0,meal_prep,0.47,0
18000000,7970427.11,3624416.79,22,30,265680.9,164746.22,2742,0,emotional,0.3597,0,1,0,0,0,0.78,0,0.6155,0,0,1,0,snack_recovery,0.13,0
18000000,7970427.11,3624416.79,22,30,265680.9,164746.22,2742,0,emotional,0.3597,0,1,0,0,0,0.78,0,0.6155,0,0,1,0,vegetarian_meal,0.25,0
18000000,7970427.11,3624416.79,22,30,265680.9,164746.22,2742,0,emotional,0.3597,0,1,0,0,0,0.78,0,0.6155,0,0,1,0,sweet_treat,0.02,0
18000000,4710737.36,2929326.15,8,30,157024.58,366165.77,2702,1,comfort,0.9645,0,0,0,0,1,0.25,0,0.2418,1,1,0,1,home_high_protein,0.65,1
18000000,4710737.36,2929326.15,8,30,157024.58,366165.77,2702,1,comfort,0.9645,0,0,0,0,1,0.25,0,0.2418,1,1,0,1,eat_out_controlled,0.46,0
18000000,4710737.36,2929326.15,8,30,157024.58,366165.77,2702,1,comfort,0.9645,0,0,0,0,1,0.25,0,0.2418,1,1,0,1,meal_prep,0.98,1
18000000,4710737.36,2929326.15,8,30,157024.58,366165.77,2702,1,comfort,0.9645,0,0,0,0,1,0.25,0,0.2418,1,1,0,1,snack_recovery,0.62,1
18000000,4710737.36,2929326.15,8,30,157024.58,366165.77,2702,1,comfort,0.9645,0,0,0,0,1,0.25,0,0.2418,1,1,0,1,vegetarian_meal,0.97,1
18000000,4710737.36,2929326.15,8,30,157024.58,366165.77,2702,1,comfort,0.9645,0,0,0,0,1,0.25,0,0.2418,1,1,0,1,sweet_treat,0.02,0
9000000,3868031.48,1177357.86,13,31,124775.21,90565.99,2753,4,strict,0.9131,0,0,0,0,1,0.25,0,0.0088,0,1,0,0,home_high_protein,0.77,1
9000000,3868031.48,1177357.86,13,31,124775.21,90565.99,2753,4,strict,0.9131,0,0,0,0,1,0.25,0,0.0088,0,1,0,0,eat_out_controlled,0.02,0
9000000,3868031.48,1177357.86,13,31,124775.21,90565.99,2753,4,strict,0.9131,0,0,0,0,1,0.25,0,0.0088,0,1,0,0,meal_prep,0.98,1
9000000,3868031.48,1177357.86,13,31,124775.21,90565.99,2753,4,strict,0.9131,0,0,0,0,1,0.25,0,0.0088,0,1,0,0,snack_recovery,0.45,0
9000000,3868031.48,1177357.86,13,31,124775.21,90565.99,2753,4,strict,0.9131,0,0,0,0,1,0.25,0,0.0088,0,1,0,0,vegetarian_meal,0.65,1
9000000,3868031.48,1177357.86,13,31,124775.21,90565.99,2753,4,strict,0.9131,0,0,0,0,1,0.25,0,0.0088,0,1,0,0,sweet_treat,0.02,0
5000000,1837704.29,920440.14,14,28,65632.3,65745.72,2623,3,strict,0.6147,0,0,1,0,0,0.92,0,0.8133,1,1,1,0,home_high_protein,0.98,1
5000000,1837704.29,920440.14,14,28,65632.3,65745.72,2623,3,strict,0.6147,0,0,1,0,0,0.92,0,0.8133,1,1,1,0,eat_out_controlled,0.09,0
5000000,1837704.29,920440.14,14,28,65632.3,65745.72,2623,3,strict,0.6147,0,0,1,0,0,0.92,0,0.8133,1,1,1,0,meal_prep,0.98,1
5000000,1837704.29,920440.14,14,28,65632.3,65745.72,2623,3,strict,0.6147,0,0,1,0,0,0.92,0,0.8133,1,1,1,0,snack_recovery,0.85,1
5000000,1837704.29,920440.14,14,28,65632.3,65745.72,2623,3,strict,0.6147,0,0,1,0,0,0.92,0,0.8133,1,1,1,0,vegetarian_meal,0.41,0
5000000,1837704.29,920440.14,14,28,65632.3,65745.72,2623,3,strict,0.6147,0,0,1,0,0,0.92,0,0.8133,1,1,1,0,sweet_treat,0.02,0
45000000,13056416.75,8928991.34,10,29,450221.27,892899.13,2522,2,emotional,0.2122,0,1,1,0,1,0.15,0,0.4619,1,0,1,0,home_high_protein,0.98,1
45000000,13056416.75,8928991.34,10,29,450221.27,892899.13,2522,2,emotional,0.2122,0,1,1,0,1,0.15,0,0.4619,1,0,1,0,eat_out_controlled,0.29,0
45000000,13056416.75,8928991.34,10,29,450221.27,892899.13,2522,2,emotional,0.2122,0,1,1,0,1,0.15,0,0.4619,1,0,1,0,meal_prep,0.98,1
45000000,13056416.75,8928991.34,10,29,450221.27,892899.13,2522,2,emotional,0.2122,0,1,1,0,1,0.15,0,0.4619,1,0,1,0,snack_recovery,0.81,1
45000000,13056416.75,8928991.34,10,29,450221.27,892899.13,2522,2,emotional,0.2122,0,1,1,0,1,0.15,0,0.4619,1,0,1,0,vegetarian_meal,0.67,1
45000000,13056416.75,8928991.34,10,29,450221.27,892899.13,2522,2,emotional,0.2122,0,1,1,0,1,0.15,0,0.4619,1,0,1,0,sweet_treat,0.12,0
45000000,11931958.91,4668957.65,2,31,384901.9,2334478.82,2930,6,strict,0.66,0,1,0,0,0,0.5,0,0.6991,0,1,1,0,home_high_protein,0.98,1
45000000,11931958.91,4668957.65,2,31,384901.9,2334478.82,2930,6,strict,0.66,0,1,0,0,0,0.5,0,0.6991,0,1,1,0,eat_out_controlled,0.02,0
45000000,11931958.91,4668957.65,2,31,384901.9,2334478.82,2930,6,strict,0.66,0,1,0,0,0,0.5,0,0.6991,0,1,1,0,meal_prep,0.98,1
45000000,11931958.91,4668957.65,2,31,384901.9,2334478.82,2930,6,strict,0.66,0,1,0,0,0,0.5,0,0.6991,0,1,1,0,snack_recovery,0.35,0
45000000,11931958.91,4668957.65,2,31,384901.9,2334478.82,2930,6,strict,0.66,0,1,0,0,0,0.5,0,0.6991,0,1,1,0,vegetarian_meal,0.89,1
45000000,11931958.91,4668957.65,2,31,384901.9,2334478.82,2930,6,strict,0.66,0,1,0,0,0,0.5,0,0.6991,0,1,1,0,sweet_treat,0.02,0
45000000,13325394.6,11248647.97,20,31,429851.44,562432.4,1940,2,balanced,0.4179,0,1,0,0,0,0.92,0,0.2381,0,0,1,0,home_high_protein,0.95,1
45000000,13325394.6,11248647.97,20,31,429851.44,562432.4,1940,2,balanced,0.4179,0,1,0,0,0,0.92,0,0.2381,0,0,1,0,eat_out_controlled,0.39,0
45000000,13325394.6,11248647.97,20,31,429851.44,562432.4,1940,2,balanced,0.4179,0,1,0,0,0,0.92,0,0.2381,0,0,1,0,meal_prep,0.95,1
45000000,13325394.6,11248647.97,20,31,429851.44,562432.4,1940,2,balanced,0.4179,0,1,0,0,0,0.92,0,0.2381,0,0,1,0,snack_recovery,0.61,0
45000000,13325394.6,11248647.97,20,31,429851.44,562432.4,1940,2,balanced,0.4179,0,1,0,0,0,0.92,0,0.2381,0,0,1,0,vegetarian_meal,0.73,1
45000000,13325394.6,11248647.97,20,31,429851.44,562432.4,1940,2,balanced,0.4179,0,1,0,0,0,0.92,0,0.2381,0,0,1,0,sweet_treat,0.02,0
45000000,12422998.83,3352351.0,18,28,443678.53,186241.72,2006,2,emotional,0.2601,0,0,0,0,1,0.78,0,0.5119,0,1,1,0,home_high_protein,0.53,0
45000000,12422998.83,3352351.0,18,28,443678.53,186241.72,2006,2,emotional,0.2601,0,0,0,0,1,0.78,0,0.5119,0,1,1,0,eat_out_controlled,0.02,0
45000000,12422998.83,3352351.0,18,28,443678.53,186241.72,2006,2,emotional,0.2601,0,0,0,0,1,0.78,0,0.5119,0,1,1,0,meal_prep,0.53,0
45000000,12422998.83,3352351.0,18,28,443678.53,186241.72,2006,2,emotional,0.2601,0,0,0,0,1,0.78,0,0.5119,0,1,1,0,snack_recovery,0.07,0
45000000,12422998.83,3352351.0,18,28,443678.53,186241.72,2006,2,emotional,0.2601,0,0,0,0,1,0.78,0,0.5119,0,1,1,0,vegetarian_meal,0.31,0
45000000,12422998.83,3352351.0,18,28,443678.53,186241.72,2006,2,emotional,0.2601,0,0,0,0,1,0.78,0,0.5119,0,1,1,0,sweet_treat,0.02,0
9000000,4302810.63,3324395.08,23,30,143427.02,144538.92,1633,3,balanced,0.3426,0,0,0,0,1,0.15,0,0.2484,1,0,0,0,home_high_protein,0.77,1
9000000,4302810.63,3324395.08,23,30,143427.02,144538.92,1633,3,balanced,0.3426,0,0,0,0,1,0.15,0,0.2484,1,0,0,0,eat_out_controlled,0.37,0
9000000,4302810.63,3324395.08,23,30,143427.02,144538.92,1633,3,balanced,0.3426,0,0,0,0,1,0.15,0,0.2484,1,0,0,0,meal_prep,0.93,1
9000000,4302810.63,3324395.08,23,30,143427.02,144538.92,1633,3,balanced,0.3426,0,0,0,0,1,0.15,0,0.2484,1,0,0,0,snack_recovery,0.65,1
9000000,4302810.63,3324395.08,23,30,143427.02,144538.92,1633,3,balanced,0.3426,0,0,0,0,1,0.15,0,0.2484,1,0,0,0,vegetarian_meal,0.53,0
9000000,4302810.63,3324395.08,23,30,143427.02,144538.92,1633,3,balanced,0.3426,0,0,0,0,1,0.15,0,0.2484,1,0,0,0,sweet_treat,0.02,0
45000000,8810182.26,8081936.52,4,29,303799.39,2020484.13,2791,2,balanced,0.7434,0,1,0,0,1,0.15,0,0.4464,0,1,1,1,home_high_protein,0.98,1
45000000,8810182.26,8081936.52,4,29,303799.39,2020484.13,2791,2,balanced,0.7434,0,1,0,0,1,0.15,0,0.4464,0,1,1,1,eat_out_controlled,0.23,0
45000000,8810182.26,8081936.52,4,29,303799.39,2020484.13,2791,2,balanced,0.7434,0,1,0,0,1,0.15,0,0.4464,0,1,1,1,meal_prep,0.98,1
45000000,8810182.26,8081936.52,4,29,303799.39,2020484.13,2791,2,balanced,0.7434,0,1,0,0,1,0.15,0,0.4464,0,1,1,1,snack_recovery,0.61,0
45000000,8810182.26,8081936.52,4,29,303799.39,2020484.13,2791,2,balanced,0.7434,0,1,0,0,1,0.15,0,0.4464,0,1,1,1,vegetarian_meal,0.98,1
45000000,8810182.26,8081936.52,4,29,303799.39,2020484.13,2791,2,balanced,0.7434,0,1,0,0,1,0.15,0,0.4464,0,1,1,1,sweet_treat,0.02,0
18000000,4890989.57,2202144.93,9,28,174678.2,244682.77,2376,4,comfort,0.956,0,0,0,0,1,0.92,0,0.9515,0,0,0,0,home_high_protein,0.73,1
18000000,4890989.57,2202144.93,9,28,174678.2,244682.77,2376,4,comfort,0.956,0,0,0,0,1,0.92,0,0.9515,0,0,0,0,eat_out_controlled,0.72,1
18000000,4890989.57,2202144.93,9,28,174678.2,244682.77,2376,4,comfort,0.956,0,0,0,0,1,0.92,0,0.9515,0,0,0,0,meal_prep,0.95,1
18000000,4890989.57,2202144.93,9,28,174678.2,244682.77,2376,4,comfort,0.956,0,0,0,0,1,0.92,0,0.9515,0,0,0,0,snack_recovery,0.84,1
18000000,4890989.57,2202144.93,9,28,174678.2,244682.77,2376,4,comfort,0.956,0,0,0,0,1,0.92,0,0.9515,0,0,0,0,vegetarian_meal,0.61,0
18000000,4890989.57,2202144.93,9,28,174678.2,244682.77,2376,4,comfort,0.956,0,0,0,0,1,0.92,0,0.9515,0,0,0,0,sweet_treat,0.38,0
9000000,1949945.25,961533.73,23,29,67239.49,41805.81,2146,2,emotional,0.2788,0,0,0,1,0,0.78,0,0.1706,0,1,0,0,home_high_protein,0.33,0
9000000,1949945.25,961533.73,23,29,67239.49,41805.81,2146,2,emotional,0.2788,0,0,0,1,0,0.78,0,0.1706,0,1,0,0,eat_out_controlled,0.02,0
9000000,1949945.25,961533.73,23,29,67239.49,41805.81,2146,2,emotional,0.2788,0,0,0,1,0,0.78,0,0.1706,0,1,0,0,meal_prep,0.33,0
9000000,1949945.25,961533.73,23,29,67239.49,41805.81,2146,2,emotional,0.2788,0,0,0,1,0,0.78,0,0.1706,0,1,0,0,snack_recovery,0.02,0
9000000,1949945.25,961533.73,23,29,67239.49,41805.81,2146,2,emotional,0.2788,0,0,0,1,0,0.78,0,0.1706,0,1,0,0,vegetarian_meal,0.21,0
9000000,1949945.25,961533.73,23,29,67239.49,41805.81,2146,2,emotional,0.2788,0,0,0,1,0,0.78,0,0.1706,0,1,0,0,sweet_treat,0.02,0
12000000,3303380.83,1655169.55,3,29,113909.68,551723.18,2694,0,balanced,0.3141,0,0,0,0,1,0.5,0,0.8546,0,0,0,0,home_high_protein,0.65,1
12000000,3303380.83,1655169.55,3,29,113909.68,551723.18,2694,0,balanced,0.3141,0,0,0,0,1,0.5,0,0.8546,0,0,0,0,eat_out_controlled,0.71,1
12000000,3303380.83,1655169.55,3,29,113909.68,551723.18,2694,0,balanced,0.3141,0,0,0,0,1,0.5,0,0.8546,0,0,0,0,meal_prep,0.87,1
12000000,3303380.83,1655169.55,3,29,113909.68,551723.18,2694,0,balanced,0.3141,0,0,0,0,1,0.5,0,0.8546,0,0,0,0,snack_recovery,0.71,1
12000000,3303380.83,1655169.55,3,29,113909.68,551723.18,2694,0,balanced,0.3141,0,0,0,0,1,0.5,0,0.8546,0,0,0,0,vegetarian_meal,0.65,1
12000000,3303380.83,1655169.55,3,29,113909.68,551723.18,2694,0,balanced,0.3141,0,0,0,0,1,0.5,0,0.8546,0,0,0,0,sweet_treat,0.15,0
9000000,2682962.25,1267619.81,31,31,86547.17,40890.96,2357,6,balanced,0.092,0,0,1,0,1,0.78,0,0.5548,0,0,1,0,home_high_protein,0.81,1
9000000,2682962.25,1267619.81,31,31,86547.17,40890.96,2357,6,balanced,0.092,0,0,1,0,1,0.78,0,0.5548,0,0,1,0,eat_out_controlled,0.02,0
9000000,2682962.25,1267619.81,31,31,86547.17,40890.96,2357,6,balanced,0.092,0,0,1,0,1,0.78,0,0.5548,0,0,1,0,meal_prep,0.81,1
9000000,2682962.25,1267619.81,31,31,86547.17,40890.96,2357,6,balanced,0.092,0,0,1,0,1,0.78,0,0.5548,0,0,1,0,snack_recovery,0.65,1
9000000,2682962.25,1267619.81,31,31,86547.17,40890.96,2357,6,balanced,0.092,0,0,1,0,1,0.78,0,0.5548,0,0,1,0,vegetarian_meal,0.21,0
9000000,2682962.25,1267619.81,31,31,86547.17,40890.96,2357,6,balanced,0.092,0,0,1,0,1,0.78,0,0.5548,0,0,1,0,sweet_treat,0.02,0
7000000,1559068.5,1392578.32,26,31,50292.53,53560.7,1605,4,comfort,0.4024,0,0,0,0,1,0.25,0,0.4231,0,1,0,1,home_high_protein,0.85,1
7000000,1559068.5,1392578.32,26,31,50292.53,53560.7,1605,4,comfort,0.4024,0,0,0,0,1,0.25,0,0.4231,0,1,0,1,eat_out_controlled,0.32,0
7000000,1559068.5,1392578.32,26,31,50292.53,53560.7,1605,4,comfort,0.4024,0,0,0,0,1,0.25,0,0.4231,0,1,0,1,meal_prep,0.98,1
7000000,1559068.5,1392578.32,26,31,50292.53,53560.7,1605,4,comfort,0.4024,0,0,0,0,1,0.25,0,0.4231,0,1,0,1,snack_recovery,0.6,0
7000000,1559068.5,1392578.32,26,31,50292.53,53560.7,1605,4,comfort,0.4024,0,0,0,0,1,0.25,0,0.4231,0,1,0,1,vegetarian_meal,0.98,1
7000000,1559068.5,1392578.32,26,31,50292.53,53560.7,1605,4,comfort,0.4024,0,0,0,0,1,0.25,0,0.4231,0,1,0,1,sweet_treat,0.02,0
5000000,1879133.8,1621011.83,13,29,64797.72,124693.22,2061,2,balanced,0.5326,0,0,0,0,1,0.78,0,0.2721,0,1,1,0,home_high_protein,0.98,1
5000000,1879133.8,1621011.83,13,29,64797.72,124693.22,2061,2,balanced,0.5326,0,0,0,0,1,0.78,0,0.2721,0,1,1,0,eat_out_controlled,0.33,0
5000000,1879133.8,1621011.83,13,29,64797.72,124693.22,2061,2,balanced,0.5326,0,0,0,0,1,0.78,0,0.2721,0,1,1,0,meal_prep,0.98,1
5000000,1879133.8,1621011.83,13,29,64797.72,124693.22,2061,2,balanced,0.5326,0,0,0,0,1,0.78,0,0.2721,0,1,1,0,snack_recovery,0.55,0
5000000,1879133.8,1621011.83,13,29,64797.72,124693.22,2061,2,balanced,0.5326,0,0,0,0,1,0.78,0,0.2721,0,1,1,0,vegetarian_meal,0.79,1
5000000,1879133.8,1621011.83,13,29,64797.72,124693.22,2061,2,balanced,0.5326,0,0,0,0,1,0.78,0,0.2721,0,1,1,0,sweet_treat,0.02,0
7000000,1655101.8,1135915.13,26,30,55170.06,43689.04,2484,2,comfort,0.6952,0,0,0,0,1,0.25,0,0.4533,1,1,0,0,home_high_protein,0.65,1
7000000,1655101.8,1135915.13,26,30,55170.06,43689.04,2484,2,comfort,0.6952,0,0,0,0,1,0.25,0,0.4533,1,1,0,0,eat_out_controlled,0.06,0
7000000,1655101.8,1135915.13,26,30,55170.06,43689.04,2484,2,comfort,0.6952,0,0,0,0,1,0.25,0,0.4533,1,1,0,0,meal_prep,0.81,1
7000000,1655101.8,1135915.13,26,30,55170.06,43689.04,2484,2,comfort,0.6952,0,0,0,0,1,0.25,0,0.4533,1,1,0,0,snack_recovery,0.4,0
7000000,1655101.8,1135915.13,26,30,55170.06,43689.04,2484,2,comfort,0.6952,0,0,0,0,1,0.25,0,0.4533,1,1,0,0,vegetarian_meal,0.65,1
7000000,1655101.8,1135915.13,26,30,55170.06,43689.04,2484,2,comfort,0.6952,0,0,0,0,1,0.25,0,0.4533,1,1,0,0,sweet_treat,0.02,0
9000000,2796901.62,1322014.54,27,30,93230.05,48963.5,2324,0,emotional,0.8688,0,0,0,0,1,0.5,1,0.5741,1,0,0,0,home_high_protein,0.21,0
9000000,2796901.62,1322014.54,27,30,93230.05,48963.5,2324,0,emotional,0.8688,0,0,0,0,1,0.5,1,0.5741,1,0,0,0,eat_out_controlled,0.09,0
9000000,2796901.62,1322014.54,27,30,93230.05,48963.5,2324,0,emotional,0.8688,0,0,0,0,1,0.5,1,0.5741,1,0,0,0,meal_prep,0.59,0
9000000,2796901.62,1322014.54,27,30,93230.05,48963.5,2324,0,emotional,0.8688,0,0,0,0,1,0.5,1,0.5741,1,0,0,0,snack_recovery,0.43,0
9000000,2796901.62,1322014.54,27,30,93230.05,48963.5,2324,0,emotional,0.8688,0,0,0,0,1,0.5,1,0.5741,1,0,0,0,vegetarian_meal,0.09,0
9000000,2796901.62,1322014.54,27,30,93230.05,48963.5,2324,0,emotional,0.8688,0,0,0,0,1,0.5,1,0.5741,1,0,0,0,sweet_treat,0.02,0
7000000,2663568.54,1512787.64,21,31,85921.57,72037.51,2306,5,comfort,0.2814,0,1,0,0,0,0.92,0,0.1582,0,0,1,0,home_high_protein,0.98,1
7000000,2663568.54,1512787.64,21,31,85921.57,72037.51,2306,5,comfort,0.2814,0,1,0,0,0,0.92,0,0.1582,0,0,1,0,eat_out_controlled,0.06,0
7000000,2663568.54,1512787.64,21,31,85921.57,72037.51,2306,5,comfort,0.2814,0,1,0,0,0,0.92,0,0.1582,0,0,1,0,meal_prep,0.98,1
7000000,2663568.54,1512787.64,21,31,85921.57,72037.51,2306,5,comfort,0.2814,0,1,0,0,0,0.92,0,0.1582,0,0,1,0,snack_recovery,0.58,0
7000000,2663568.54,1512787.64,21,31,85921.57,72037.51,2306,5,comfort,0.2814,0,1,0,0,0,0.92,0,0.1582,0,0,1,0,vegetarian_meal,0.53,0
7000000,2663568.54,1512787.64,21,31,85921.57,72037.51,2306,5,comfort,0.2814,0,1,0,0,0,0.92,0,0.1582,0,0,1,0,sweet_treat,0.02,0
18000000,3858427.78,980655.76,10,29,133049.23,98065.58,2086,6,balanced,0.3429,0,0,1,0,0,0.78,0,0.3749,0,1,1,0,home_high_protein,0.98,1
18000000,3858427.78,980655.76,10,29,133049.23,98065.58,2086,6,balanced,0.3429,0,0,1,0,0,0.78,0,0.3749,0,1,1,0,eat_out_controlled,0.02,0
18000000,3858427.78,980655.76,10,29,133049.23,98065.58,2086,6,balanced,0.3429,0,0,1,0,0,0.78,0,0.3749,0,1,1,0,meal_prep,0.98,1
18000000,3858427.78,980655.76,10,29,133049.23,98065.58,2086,6,balanced,0.3429,0,0,1,0,0,0.78,0,0.3749,0,1,1,0,snack_recovery,0.79,1
18000000,3858427.78,980655.76,10,29,133049.23,98065.58,2086,6,balanced,0.3429,0,0,1,0,0,0.78,0,0.3749,0,1,1,0,vegetarian_meal,0.49,0
18000000,3858427.78,980655.76,10,29,133049.23,98065.58,2086,6,balanced,0.3429,0,0,1,0,0,0.78,0,0.3749,0,1,1,0,sweet_treat,0.02,0
28000000,8858809.71,7765944.8,11,28,316386.06,705994.98,2109,4,strict,0.503,0,1,0,0,0,0.5,1,0.1866,0,1,1,1,home_high_protein,0.98,1
28000000,8858809.71,7765944.8,11,28,316386.06,705994.98,2109,4,strict,0.503,0,1,0,0,0,0.5,1,0.1866,0,1,1,1,eat_out_controlled,0.02,0
28000000,8858809.71,7765944.8,11,28,316386.06,705994.98,2109,4,strict,0.503,0,1,0,0,0,0.5,1,0.1866,0,1,1,1,meal_prep,0.98,1
28000000,8858809.71,7765944.8,11,28,316386.06,705994.98,2109,4,strict,0.503,0,1,0,0,0,0.5,1,0.1866,0,1,1,1,snack_recovery,0.39,0
28000000,8858809.71,7765944.8,11,28,316386.06,705994.98,2109,4,strict,0.503,0,1,0,0,0,0.5,1,0.1866,0,1,1,1,vegetarian_meal,0.98,1
28000000,8858809.71,7765944.8,11,28,316386.06,705994.98,2109,4,strict,0.503,0,1,0,0,0,0.5,1,0.1866,0,1,1,1,sweet_treat,0.02,0
12000000,4380559.7,4108357.98,22,31,141308.38,186743.54,2762,3,balanced,0.6392,0,1,1,0,1,0.78,0,0.1445,0,0,1,1,home_high_protein,0.98,1
12000000,4380559.7,4108357.98,22,31,141308.38,186743.54,2762,3,balanced,0.6392,0,1,1,0,1,0.78,0,0.1445,0,0,1,1,eat_out_controlled,0.25,0
12000000,4380559.7,4108357.98,22,31,141308.38,186743.54,2762,3,balanced,0.6392,0,1,1,0,1,0.78,0,0.1445,0,0,1,1,meal_prep,0.98,1
12000000,4380559.7,4108357.98,22,31,141308.38,186743.54,2762,3,balanced,0.6392,0,1,1,0,1,0.78,0,0.1445,0,0,1,1,snack_recovery,0.85,1
12000000,4380559.7,4108357.98,22,31,141308.38,186743.54,2762,3,balanced,0.6392,0,1,1,0,1,0.78,0,0.1445,0,0,1,1,vegetarian_meal,0.98,1
12000000,4380559.7,4108357.98,22,31,141308.38,186743.54,2762,3,balanced,0.6392,0,1,1,0,1,0.78,0,0.1445,0,0,1,1,sweet_treat,0.02,0
18000000,8585045.65,8305436.23,25,29,296036.06,332217.45,2697,3,balanced,0.0151,0,0,0,0,1,0.5,0,0.1094,0,0,0,0,home_high_protein,0.93,1
18000000,8585045.65,8305436.23,25,29,296036.06,332217.45,2697,3,balanced,0.0151,0,0,0,0,1,0.5,0,0.1094,0,0,0,0,eat_out_controlled,0.53,0
18000000,8585045.65,8305436.23,25,29,296036.06,332217.45,2697,3,balanced,0.0151,0,0,0,0,1,0.5,0,0.1094,0,0,0,0,meal_prep,0.93,1
18000000,8585045.65,8305436.23,25,29,296036.06,332217.45,2697,3,balanced,0.0151,0,0,0,0,1,0.5,0,0.1094,0,0,0,0,snack_recovery,0.65,1
18000000,8585045.65,8305436.23,25,29,296036.06,332217.45,2697,3,balanced,0.0151,0,0,0,0,1,0.5,0,0.1094,0,0,0,0,vegetarian_meal,0.69,1
18000000,8585045.65,8305436.23,25,29,296036.06,332217.45,2697,3,balanced,0.0151,0,0,0,0,1,0.5,0,0.1094,0,0,0,0,sweet_treat,0.19,0
18000000,4868280.07,2573867.43,16,30,162276.0,160866.71,2019,4,balanced,0.6024,0,1,1,0,1,0.92,0,0.3655,0,0,1,0,home_high_protein,0.98,1
18000000,4868280.07,2573867.43,16,30,162276.0,160866.71,2019,4,balanced,0.6024,0,1,1,0,1,0.92,0,0.3655,0,0,1,0,eat_out_controlled,0.17,0
18000000,4868280.07,2573867.43,16,30,162276.0,160866.71,2019,4,balanced,0.6024,0,1,1,0,1,0.92,0,0.3655,0,0,1,0,meal_prep,0.98,1
18000000,4868280.07,2573867.43,16,30,162276.0,160866.71,2019,4,balanced,0.6024,0,1,1,0,1,0.92,0,0.3655,0,0,1,0,snack_recovery,0.77,1
18000000,4868280.07,2573867.43,16,30,162276.0,160866.71,2019,4,balanced,0.6024,0,1,1,0,1,0.92,0,0.3655,0,0,1,0,vegetarian_meal,0.67,1
18000000,4868280.07,2573867.43,16,30,162276.0,160866.71,2019,4,balanced,0.6024,0,1,1,0,1,0.92,0,0.3655,0,0,1,0,sweet_treat,0.02,0
28000000,12150447.34,10114112.2,11,31,391949.91,919464.75,2611,1,strict,0.6821,1,0,0,0,1,0.92,0,0.4926,0,1,0,0,home_high_protein,0.85,1
28000000,12150447.34,10114112.2,11,31,391949.91,919464.75,2611,1,strict,0.6821,1,0,0,0,1,0.92,0,0.4926,0,1,0,0,eat_out_controlled,0.15,0
28000000,12150447.34,10114112.2,11,31,391949.91,919464.75,2611,1,strict,0.6821,1,0,0,0,1,0.92,0,0.4926,0,1,0,0,meal_prep,0.85,1
28000000,12150447.34,10114112.2,11,31,391949.91,919464.75,2611,1,strict,0.6821,1,0,0,0,1,0.92,0,0.4926,0,1,0,0,snack_recovery,0.15,0
28000000,12150447.34,10114112.2,11,31,391949.91,919464.75,2611,1,strict,0.6821,1,0,0,0,1,0.92,0,0.4926,0,1,0,0,vegetarian_meal,0.98,1
28000000,12150447.34,10114112.2,11,31,391949.91,919464.75,2611,1,strict,0.6821,1,0,0,0,1,0.92,0,0.4926,0,1,0,0,sweet_treat,0.02,0
28000000,7722806.94,4337644.94,24,31,249122.8,180735.21,2858,4,emotional,0.3567,0,1,0,0,1,0.25,1,0.3798,0,0,1,0,home_high_protein,0.98,1
28000000,7722806.94,4337644.94,24,31,249122.8,180735.21,2858,4,emotional,0.3567,0,1,0,0,1,0.25,1,0.3798,0,0,1,0,eat_out_controlled,0.02,0
28000000,7722806.94,4337644.94,24,31,249122.8,180735.21,2858,4,emotional,0.3567,0,1,0,0,1,0.25,1,0.3798,0,0,1,0,meal_prep,0.98,1
28000000,7722806.94,4337644.94,24,31,249122.8,180735.21,2858,4,emotional,0.3567,0,1,0,0,1,0.25,1,0.3798,0,0,1,0,snack_recovery,0.69,1
28000000,7722806.94,4337644.94,24,31,249122.8,180735.21,2858,4,emotional,0.3567,0,1,0,0,1,0.25,1,0.3798,0,0,1,0,vegetarian_meal,0.57,0
